iter	Passed	Remaining
1668	19824	3931
1669	19833	3919
1670	19847	3907
1671	19859	3895
1672	19872	3884
1673	19886	3872
1674	19896	3860
1675	19910	3848
1676	19924	3837
1677	19938	3826
1678	19948	3813
1679	19956	3801
1680	19964	3788
1681	19974	3776
1682	19988	3764
1683	20003	3753
1684	20018	3742
1685	20032	3730
1686	20047	3719
1687	20055	3706
1688	20068	3695
1689	20083	3683
1690	20098	3672
1691	20112	3661
1692	20127	3649
1693	20142	3638
1694	20151	3626
1695	20163	3614
1696	20178	3602
1697	20192	3591
1698	20206	3579
1699	20219	3568
1700	20234	3556
1701	20244	3544
1702	20254	3532
1703	20268	3520
1704	20284	3509
1705	20295	3497
1706	20303	3484
1707	20315	3473
1708	20330	3461
1709	20340	3449
1710	20348	3436
1711	20355	3424
1712	20368	3412
1713	20382	3401
1714	20396	3389
1715	20411	3378
1716	20426	3366
1717	20440	3355
1718	20451	3343
1719	20464	3331
1720	20478	3319
1721	20493	3308
1722	20507	3296
1723	20522	3285
1724	20529	3272
1725	20542	3261
1726	20552	3248
1727	20561	3236
1728	20569	3223
1729	20576	3211
1730	20591	3199
1731	20605	3188
1732	20620	3176
1733	20629	3164
1734	20640	3152
1735	20648	3140
1736	20655	3127
1737	20669	3115
1738	20684	3104
1739	20698	3092
1740	20713	3081
1741	20728	3069
1742	20737	3057
1743	20750	3045
1744	20759	3033
1745	20768	3021
1746	20777	3008
1747	20785	2996
1748	20797	2984
1749	20812	2973
1750	20827	2961
1751	20841	2950
1752	20856	2938
1753	20868	2926
1754	20878	2914
1755	20892	2903
1756	20907	2891
1757	20921	2879
1758	20936	2868
1759	20950	2856
1760	20959	2844
1761	20972	2832
1762	20982	2820
1763	20990	2808
1764	21002	2796
1765	21018	2784
1766	21034	2773
1767	21048	2762
1768	21058	2749
1769	21068	2737
1770	21082	2726
1771	21097	2714
1772	21112	2703
1773	21127	2691
1774	21142	2679
1775	21155	2668
1776	21164	2655
1777	21177	2644
1778	21192	2632
1779	21206	2621
1780	21219	2609
1781	21232	2597
1782	21240	2585
1783	21248	2572
1784	21257	2560
1785	21271	2548
1786	21282	2536
1787	21290	2524
1788	21303	2512
1789	21317	2500
1790	21331	2489
1791	21345	2477
1792	21356	2465
1793	21367	2453
1794	21382	2441
1795	21396	2430
1796	21410	2418
1797	21424	2406
1798	21437	2395
1799	21448	2383
1800	21458	2370
1801	21470	2359
1802	21484	2347
1803	21499	2335
1804	21509	2323
1805	21523	2312
1806	21538	2300
1807	21552	2288
1808	21560	2276
1809	21572	2264
1810	21578	2252
1811	21589	2239
1812	21603	2228
1813	21618	2216
1814	21633	2205
1815	21646	2193
1816	21654	2180
1817	21661	2168
1818	21676	2156
1819	21685	2144
1820	21692	2132
1821	21703	2120
1822	21715	2108
1823	21729	2096
1824	21744	2085
1825	21758	2073
1826	21767	2061
1827	21777	2049
1828	21785	2036
1829	21794	2024
1830	21808	2012
1831	21823	2001
1832	21837	1989
1833	21852	1977
1834	21862	1965
1835	21873	1953
1836	21887	1942
1837	21901	1930
1838	21916	1918
1839	21930	1907
1840	21944	1895
1841	21955	1883
1842	21962	1870
1843	21974	1859
1844	21985	1846
1845	21998	1835
1846	22013	1823
1847	22028	1811
1848	22042	1800
1849	22057	1788
1850	22065	1776
1851	22075	1764
1852	22082	1751
1853	22093	1739
1854	22108	1728
1855	22123	1716
1856	22138	1704
1857	22152	1693
1858	22161	1680
1859	22173	1668
1860	22188	1657
1861	22202	1645
1862	22218	1633
1863	22233	1622
1864	22247	1610
1865	22260	1598
1866	22269	1586
1867	22283	1574
1868	22297	1562
1869	22312	1551
1870	22326	1539
1871	22340	1527
1872	22350	1515
1873	22360	1503
1874	22373	1491
1875	22388	1479
1876	22402	1468
1877	22416	1456
1878	22426	1444
1879	22440	1432
1880	22454	1420
1881	22464	1408
1882	22472	1396
1883	22485	1384
1884	22499	1372
1885	22513	1360
1886	22528	1349
1887	22543	1337
1888	22553	1325
1889	22561	1313
1890	22569	1300
1891	22581	1289
1892	22595	1277
1893	22610	1265
1894	22621	1253
1895	22630	1241
1896	22644	1229
1897	22659	1217
1898	22666	1205
1899	22677	1193
1900	22692	1181
1901	22706	1169
1902	22717	1157
1903	22725	1145
1904	22736	1133
1905	22751	1122
1906	22761	1110
1907	22773	1098
1908	22787	1086
1909	22801	1074
1910	22816	1062
1911	22830	1050
1912	22844	1038
1913	22853	1026
1914	22865	1014
1915	22880	1003
1916	22894	991
1917	22908	979
1918	22924	967
1919	22933	955
1920	22946	943
1921	22961	931
1922	22971	919
1923	22979	907
1924	22986	895
1925	22995	883
1926	23008	871
1927	23023	859
1928	23038	847
1929	23052	836
1930	23062	824
1931	23070	811
1932	23077	799
1933	23089	787
1934	23104	776
1935	23118	764
1936	23132	752
1937	23146	740
1938	23161	728
1939	23171	716
1940	23180	704
1941	23189	692
1942	23198	680
1943	23212	668
1944	23227	656
1945	23242	644
1946	23255	633
1947	23264	621
1948	23277	609
1949	23290	597
1950	23300	585
1951	23307	573
1952	23317	561
1953	23326	549
1954	23333	537
1955	23340	525
1956	23347	512
1957	23355	500
1958	23362	488
1959	23369	476
1960	23376	464
1961	23383	452
1962	23397	441
1963	23411	429
1964	23421	417
1965	23434	405
1966	23449	393
1967	23464	381
1968	23476	369
1969	23484	357
1970	23494	345
1971	23507	333
1972	23518	321
1973	23527	309
1974	23535	297
1975	23546	285
1976	23560	274
1977	23570	262
1978	23578	250
1979	23592	238
1980	23607	226
1981	23620	214
1982	23634	202
1983	23649	190
1984	23665	178
1985	23674	166
1986	23688	154
1987	23702	143
1988	23717	131
1989	23732	119
1990	23746	107
1991	23756	95
1992	23765	83
1993	23773	71
1994	23780	59
1995	23794	47
1996	23808	35
1997	23822	23
1998	23830	11
1999	23839	0
