iter	Logloss
233	0.4495533979
234	0.4494527068
235	0.4493747848
236	0.4492752738
237	0.4491435874
238	0.4490797574
239	0.4489142296
240	0.4488261726
241	0.4487225659
242	0.4486486008
243	0.4485256264
244	0.4483884213
245	0.4482981429
246	0.4481802708
247	0.448070833
248	0.4479600068
249	0.447848417
250	0.447730163
251	0.4476127421
252	0.4475207283
253	0.4474176422
254	0.4473143479
255	0.4472481923
256	0.4471256692
257	0.4469990851
258	0.4469006153
259	0.4468453584
260	0.4467553577
261	0.4466772969
262	0.4465243339
263	0.4464396436
264	0.4463515172
265	0.4462699161
266	0.4461541612
267	0.4460818621
268	0.4459976231
269	0.4458794386
270	0.4457826002
271	0.4456801736
272	0.4455811832
273	0.4454430757
274	0.4453751499
275	0.4453021914
276	0.4451847011
277	0.4450739096
278	0.4450198675
279	0.4449131717
280	0.444847988
281	0.4447458391
282	0.444666737
283	0.4445799989
284	0.4444865967
285	0.444387294
286	0.4443052763
287	0.4442139914
288	0.4441287458
289	0.4440632844
290	0.4439915754
291	0.4439146947
292	0.4438484003
293	0.4437605516
294	0.4436705856
295	0.4435987724
296	0.4435070709
297	0.443374378
298	0.4432070107
299	0.4431166629
300	0.4430120149
301	0.4429335029
302	0.4428492986
303	0.4427528073
304	0.4426701996
305	0.4425339316
306	0.442483291
307	0.442415643
308	0.4423371657
309	0.4422384183
310	0.4421249542
311	0.4420256514
312	0.4419403364
313	0.44183312
314	0.4417537403
315	0.4416473568
316	0.4415704067
317	0.4414551031
318	0.4413823875
319	0.4413109214
320	0.4412014836
321	0.4410989529
322	0.4410203715
323	0.4409308567
324	0.4408690745
325	0.4407765053
326	0.4407096555
327	0.4406431182
328	0.4405826549
329	0.4405191025
330	0.4404602359
331	0.4404020981
332	0.4403027606
333	0.4402125516
334	0.4401190453
335	0.4400581308
336	0.4399726076
337	0.439896907
338	0.4398266558
339	0.4397113868
340	0.4396220456
341	0.439533815
342	0.4394607523
343	0.4393780405
344	0.4393132039
345	0.4392149424
346	0.4391322306
347	0.4390308106
348	0.4389504243
349	0.4388784376
350	0.4387393929
351	0.4386215555
352	0.4385400932
353	0.4384412764
354	0.4383520392
355	0.4382529447
356	0.4381516635
357	0.4380864451
358	0.4379724604
359	0.4378920394
360	0.4377853436
361	0.4377251927
362	0.4376003787
363	0.437509788
364	0.4374170799
365	0.4373136121
366	0.4372254509
367	0.437154922
368	0.437029518
369	0.4369247659
370	0.4368560072
371	0.436765937
372	0.4366838153
373	0.4365598343
374	0.4364892707
375	0.4364252324
376	0.4363257561
377	0.4362206222
378	0.4361569657
379	0.4360880334
380	0.4360153178
381	0.4359377083
382	0.4358270556
383	0.4357344864
384	0.4356404941
385	0.4355693058
386	0.435506274
387	0.4354649355
388	0.4354124206
389	0.435346508
390	0.4352515786
391	0.4351244044
392	0.4350135782
393	0.4349501647
394	0.4348859528
395	0.4348169511
396	0.4347160864
397	0.4346723529
398	0.4346045313
399	0.4345085607
400	0.4344272719
401	0.4343342862
402	0.4342575097
403	0.4341514039
404	0.4340918431
405	0.4339878199
406	0.4339240592
407	0.433804764
408	0.4337258008
409	0.4336732512
410	0.4335789119
411	0.4334546532
412	0.4333764189
413	0.4333088403
414	0.4332166182
415	0.4331410564
416	0.4330334582
417	0.4329737932
418	0.4328909079
419	0.4327791793
420	0.4327099693
421	0.4326588081
422	0.4324883863
423	0.432401197
424	0.4323169927
425	0.4322477828
426	0.4321872154
427	0.4320782635
428	0.4319623004
429	0.4318749722
430	0.4317717126
431	0.4317064942
432	0.4316159381
433	0.4315566897
434	0.4314907077
435	0.4314248298
436	0.4313404866
437	0.4312655844
438	0.4311722169
439	0.4310873531
440	0.4309875297
441	0.4309193957
442	0.4308602861
443	0.430766155
444	0.4306202726
445	0.4305476612
446	0.4304673096
447	0.4304383969
448	0.4303703323
449	0.430292098
450	0.4301842221
451	0.430108105
452	0.4300430254
453	0.429969338
454	0.4298701393
455	0.4298002699
456	0.4297159962
457	0.4296223163
458	0.4295403334
459	0.4294821609
460	0.4294073281
461	0.4293154183
462	0.4292486727
463	0.4291765819
464	0.4290824508
465	0.429035767
466	0.4289469811
467	0.4288868303
468	0.4288103661
469	0.4287482715
470	0.4286664621
471	0.4285709426
472	0.4285153386
473	0.4284452262
474	0.4283602236
475	0.4282430457
476	0.4281787644
477	0.4281312129
478	0.4280506184
479	0.4279792564
480	0.4279210493
481	0.4278430232
482	0.4277378199
483	0.4276529908
484	0.4275674329
485	0.4274898233
486	0.4274250908
487	0.4273201652
488	0.4272475884
489	0.4272179121
490	0.4271463419
491	0.4270949377
492	0.4269982729
493	0.4269197262
494	0.426822263
495	0.4267307003
496	0.426651633
497	0.4266056781
498	0.426506653
499	0.4264432048
500	0.4263434508
501	0.4262458141
502	0.4261851426
503	0.4260963567
504	0.426026036
505	0.4259602969
506	0.4258398563
507	0.4257578734
508	0.4256966118
509	0.4256152884
510	0.4255641272
511	0.4254975551
512	0.4254338639
513	0.4253593434
514	0.4253010668
515	0.4252375491
516	0.4251625428
517	0.4250739304
518	0.4249465133
519	0.4249009749
520	0.4248126402
521	0.4247461723
522	0.4247014669
523	0.4246337842
524	0.4245689129
525	0.4244994946
526	0.4244318119
527	0.4243262268
528	0.4242810702
529	0.4242442438
530	0.4241967271
531	0.4241455311
532	0.4240864909
533	0.4239826413
534	0.4239012137
535	0.423815031
536	0.4237556437
537	0.4236538072
538	0.4235797379
539	0.423504315
540	0.4234570065
541	0.4233705808
542	0.4233030369
543	0.4232321609
544	0.4231753768
545	0.4230849596
546	0.4229752788
547	0.4228970792
548	0.4228090569
549	0.4227464763
550	0.4226278753
551	0.4225644618
552	0.4224865398
553	0.4224271525
554	0.4223499248
555	0.42228009
556	0.4222446173
557	0.4221949486
558	0.4220909254
559	0.422029282
560	0.4219193235
561	0.4218158557
562	0.4217068344
563	0.4216595258
564	0.4216067333
565	0.4215182598
566	0.4214064964
567	0.4213608887
568	0.4212980999
569	0.4211972352
570	0.4211261162
571	0.4210132769
572	0.4209288644
573	0.420877009
574	0.4208003712
575	0.4207417476
576	0.4206562937
577	0.4205725754
578	0.4204572717
579	0.4203728591
580	0.4202758819
581	0.4201829309
582	0.42011622
583	0.4200468018
584	0.4199893582
585	0.419912061
586	0.419863017
587	0.4198168886
588	0.4197553494
589	0.4196713533
590	0.4195924248
591	0.4195176961
592	0.419418671
593	0.4193401937
594	0.4192443619
595	0.4191693555
596	0.4191184025
597	0.4190082358
598	0.4188932445
599	0.418830421
600	0.4187493752
601	0.4186291776
602	0.4185323045
603	0.4184733684
604	0.4183744821
605	0.4183206483
606	0.4182474468
607	0.418169629
608	0.4181009049
609	0.4180315908
610	0.4179751885
611	0.4178831053
612	0.4177835248
613	0.417679814
614	0.4176209127
615	0.4175288294
616	0.4174463605
617	0.4173994685
618	0.4173354302
619	0.4172687887
620	0.4171938171
621	0.417129154
622	0.4170396045
623	0.4169668889
624	0.4169013928
625	0.4168421444
626	0.4167651248
627	0.4166782479
628	0.4166006037
629	0.4165246254
630	0.4164635027
631	0.4164072739
632	0.4163584729
633	0.4163005434
634	0.4162013448
635	0.4161014172
636	0.4159985741
637	0.4159219364
638	0.4158374892
639	0.4157848355
640	0.4157125364
641	0.415626909
642	0.415512126
643	0.4154540576
644	0.415367146
645	0.4153093206
646	0.4152510788
647	0.4151702065
648	0.4150888484
649	0.4149912464
650	0.4149248825
651	0.4148441839
652	0.4147621662
653	0.4147127405
654	0.4146285709
655	0.4145739734
656	0.414482272
657	0.414405669
658	0.4143409018
659	0.4142921008
660	0.4142158448
661	0.4141430251
662	0.414071802
663	0.4140056465
664	0.4139477517
665	0.4138624367
666	0.413814677
667	0.4137380045
668	0.4136417562
669	0.4135779261
670	0.4135054882
671	0.4134407904
672	0.413356725
673	0.4132664119
674	0.4131650613
675	0.4131155661
676	0.413043024
677	0.4129873159
678	0.4129234858
679	0.412859274
680	0.4127776729
681	0.4127120727
682	0.4126211348
683	0.412506803
684	0.4124272844
685	0.4123721663
686	0.4123173954
687	0.412243465
688	0.4121685627
689	0.4120936952
690	0.4120173004
691	0.4119320548
692	0.4118545494
693	0.4117757944
694	0.411721197
695	0.4116550067
696	0.4116006175
697	0.4115162744
698	0.4114174229
699	0.4113519268
700	0.4113075338
701	0.4112140275
702	0.4111730013
703	0.4110832088
704	0.4110213225
705	0.4109504118
706	0.4108865817
707	0.4108066814
708	0.4107441703
709	0.4106597924
710	0.4105721866
711	0.4104856568
712	0.4104309205
713	0.4103549076
714	0.4102701479
715	0.4102035412
716	0.4101199269
717	0.4100483914
718	0.4099456872
719	0.4098488835
720	0.4097566961
721	0.4096755115
722	0.4096358737
723	0.4095432698
724	0.4094822511
725	0.4094365393
726	0.4093759719
727	0.4093239429
728	0.4092711503
729	0.4092155463
730	0.4091502238
731	0.4090788272
732	0.4090384605
733	0.4089883405
734	0.4088942094
735	0.4088403062
736	0.4087636684
737	0.4087028581
738	0.4086322945
739	0.408553366
740	0.408501337
741	0.4084495857
742	0.4083989798
743	0.4083313665
744	0.4082674323
745	0.4081907599
746	0.4081565714
747	0.4080753521
748	0.4079907313
749	0.4078935805
750	0.4078265225
751	0.4077574514
752	0.4076655416
753	0.4075557914
754	0.407498209
755	0.4074377804
756	0.4073464608
757	0.40731314
758	0.4072298382
759	0.407180933
760	0.4071089116
761	0.4070564662
762	0.4069829176
763	0.4069063146
764	0.4068136412
765	0.4067363093
766	0.4066690778
767	0.4065644992
768	0.4065083052
769	0.4064333682
770	0.4063878993
771	0.4063032091
772	0.4062366023
773	0.4061783951
774	0.40607281
775	0.4060147069
776	0.4059342859
777	0.4058815975
778	0.4058341849
779	0.4057726109
780	0.4056962509
781	0.4056319349
782	0.4055667859
783	0.4054998667
784	0.4054189945
785	0.4053224337
786	0.4052652678
787	0.4051780091
788	0.4050845375
789	0.4050138003
790	0.4049602095
791	0.4049004751
792	0.4048324452
793	0.4047680946
794	0.4047107204
795	0.404629154
796	0.404561263
797	0.4044983354
798	0.4044017746
799	0.4043489473
800	0.4042952176
801	0.4041990734
802	0.4040936271
803	0.4040118178
804	0.4039290712
805	0.4038394176
806	0.4037900265
807	0.4037106815
808	0.4036292887
809	0.4035803835
810	0.4034978105
811	0.4034224224
812	0.4033514422
813	0.4032868833
814	0.4032304463
815	0.4031912944
816	0.4031500947
817	0.403077275
818	0.4029937649
819	0.4029301431
820	0.402848056
821	0.4027613527
822	0.4026476456
823	0.4025681965
824	0.4025215821
825	0.4024378985
826	0.402353
827	0.4022667478
828	0.402235232
829	0.4021959065
830	0.402105524
831	0.4020273938
832	0.4019659587
833	0.4018927572
834	0.4018456569
835	0.4018045266
836	0.4017368786
837	0.4016478497
838	0.4015732251
839	0.401521335
840	0.4014704167
841	0.4014211645
842	0.4013680943
843	0.4013420624
844	0.4012780936
845	0.4012272447
846	0.4011589025
847	0.4011144054
848	0.4010082302
849	0.4009453373
850	0.4008845617
851	0.4008542953
852	0.400770091
853	0.4007034495
854	0.4006015783
855	0.4005195607
856	0.4004609023
857	0.4004261237
858	0.4003587187
859	0.4002719806
860	0.4001963147
861	0.4001610156
862	0.400096769
863	0.4000505018
864	0.3999774738
865	0.3999167676
866	0.3998190614
867	0.3997903917
868	0.3997287136
869	0.3996187551
870	0.3995424992
871	0.399500883
872	0.3994270914
873	0.3993834274
874	0.3993125514
875	0.3992780852
876	0.3992294231
877	0.3991466071
878	0.3990715313
879	0.3989792398
880	0.3989310635
881	0.3988865665
882	0.3987973988
883	0.3987179149
884	0.3986710576
885	0.3986221178
886	0.398559329
887	0.398476756
888	0.3984000142
889	0.3983283051
890	0.3982505567
891	0.3981595147
892	0.3980868339
893	0.3980438293
894	0.3979993322
895	0.3979311982
896	0.397848417
897	0.3978136037
898	0.3977329051
899	0.3976652917
900	0.3976120827
901	0.3975701541
902	0.3975255181
903	0.3974437088
904	0.3973702643
905	0.3973045947
906	0.3972265686
907	0.3971379215
908	0.3970912378
909	0.3970495521
910	0.3969701377
911	0.396931194
912	0.3968636848
913	0.3967878454
914	0.3967338381
915	0.3966686891
916	0.3965845195
917	0.3965392241
918	0.3964844878
919	0.3964048651
920	0.3963537386
921	0.3962603017
922	0.3962173318
923	0.3961495449
924	0.3960799184
925	0.3960135893
926	0.3959377152
927	0.3958652079
928	0.3958188712
929	0.395753028
930	0.3956994372
931	0.3956491437
932	0.3955901035
933	0.3955411289
934	0.3954859067
935	0.3954107268
936	0.3953236763
937	0.3952631089
938	0.3951977864
939	0.395157385
940	0.3950840793
941	0.3949709276
942	0.3948586437
943	0.394802762
944	0.3947310183
945	0.3946714574
946	0.3945827757
947	0.3945295666
948	0.3944647994
949	0.3944085707
950	0.3943555351
951	0.3943257547
952	0.3942851798
953	0.3941841068
954	0.3941313143
955	0.3940527329
956	0.3939705417
957	0.3939302097
958	0.3938896
959	0.3938133441
960	0.3937688123
961	0.3936884955
962	0.3935960304
963	0.3935389339
964	0.3934728478
965	0.393416619
966	0.3933531707
967	0.3932801428
968	0.3932027415
969	0.3931495324
970	0.3930795241
971	0.3930203451
972	0.3929582852
973	0.3929011193
974	0.3928353455
975	0.3927464902
976	0.392650346
977	0.3926027598
978	0.3925471905
979	0.3924901981
980	0.3924269581
981	0.3923624339
982	0.3922787155
983	0.3922261312
984	0.3921443566
985	0.3920723352
986	0.3920073944
987	0.3919341929
988	0.3918850101
989	0.3918165985
990	0.3917555798
991	0.3916992817
992	0.3916554788
993	0.3916327443
994	0.391543403
995	0.3915062296
996	0.391433514
997	0.3913893987
998	0.3913149824
999	0.3912438634
1000	0.3911708355
1001	0.3911072484
1002	0.3910438001
1003	0.390963032
1004	0.3908832705
1005	0.3908239873
1006	0.3907204501
1007	0.3906760571
1008	0.3906394737
1009	0.3905806418
1010	0.3905068849
1011	0.3904547865
1012	0.390415114
1013	0.3903503468
1014	0.3902854755
1015	0.3902155366
1016	0.3901544486
1017	0.3900670858
1018	0.3899700044
1019	0.3899120749
1020	0.3898594559
1021	0.3898092318
1022	0.3897423126
1023	0.3896963925
1024	0.3896213167
1025	0.3895564801
1026	0.3894980299
1027	0.3894240995
1028	0.3893445809
1029	0.3892641252
1030	0.389219524
1031	0.3891740551
1032	0.3891049145
1033	0.3890306023
1034	0.3889616353
1035	0.3889230041
1036	0.3888543842
1037	0.3888058608
1038	0.3887668131
1039	0.388698332
1040	0.3886461295
1041	0.3885851803
1042	0.3885123953
1043	0.3884254837
1044	0.3883658882
1045	0.3882990384
1046	0.3882390611
1047	0.3881804027
1048	0.3881032096
1049	0.3880531591
1050	0.388005677
1051	0.3879423329
1052	0.3879042223
1053	0.3878378585
1054	0.3877751391
1055	0.3877407424
1056	0.3876683739
1057	0.3876082577
1058	0.3875447748
1059	0.3874836173
1060	0.3874490817
1061	0.3873754984
1062	0.3873207969
1063	0.3872697745
1064	0.387235829
1065	0.38716471
1066	0.3871118827
1067	0.387041215
1068	0.3869710332
1069	0.3869194554
1070	0.3868707585
1071	0.3868076574
1072	0.3867433414
1073	0.3866857243
1074	0.386623109
1075	0.3865514
1076	0.3864711179
1077	0.3864042334
1078	0.3863028481
1079	0.386272547
1080	0.3862126738
1081	0.3861505445
1082	0.3860848749
1083	0.3860352409
1084	0.3859910214
1085	0.3859059494
1086	0.3858561766
1087	0.3858019262
1088	0.3857635032
1089	0.3857173748
1090	0.3856679143
1091	0.3856188704
1092	0.3855593095
1093	0.3855038097
1094	0.3854450471
1095	0.3854077696
1096	0.3853299517
1097	0.3852898627
1098	0.3852450533
1099	0.3851751838
1100	0.3850900424
1101	0.3850500575
1102	0.3850017424
1103	0.3849731768
1104	0.3849102492
1105	0.3848610664
1106	0.3847856435
1107	0.3847367731
1108	0.3846812038
1109	0.384615187
1110	0.3845227914
1111	0.3844684716
1112	0.3843941941
1113	0.3843193266
1114	0.3842747601
1115	0.3841988513
1116	0.3841332163
1117	0.3840947239
1118	0.3840136435
1119	0.3839575188
1120	0.3838880312
1121	0.3838004948
1122	0.3837348599
1123	0.3836544389
1124	0.3835890469
1125	0.3835383716
1126	0.3834869327
1127	0.3834113363
1128	0.3833590644
1129	0.3832798929
1130	0.3832285581
1131	0.3831668453
1132	0.3831258191
1133	0.3830766363
1134	0.3830329028
1135	0.3829679274
1136	0.3828973638
1137	0.3828458207
1138	0.3827963603
1139	0.3827187507
1140	0.3826488813
1141	0.3825866825
1142	0.3825458993
1143	0.382489983
1144	0.3824149071
1145	0.3823814823
1146	0.3823107798
1147	0.3822524685
1148	0.3821832585
1149	0.3821337981
1150	0.3820737166
1151	0.381984896
1152	0.3819353314
1153	0.3818554657
1154	0.3817857351
1155	0.3817064942
1156	0.3816520356
1157	0.3815993819
1158	0.381524202
1159	0.3814766852
1160	0.3813997351
1161	0.3813447906
1162	0.381302862
1163	0.3812446548
1164	0.3811956802
1165	0.3811499336
1166	0.3811029722
1167	0.3810381009
1168	0.380978193
1169	0.3809328629
1170	0.3808791679
1171	0.3807945471
1172	0.3807510218
1173	0.380681673
1174	0.3806404386
1175	0.3805620654
1176	0.3805188873
1177	0.3804568621
1178	0.3804050414
1179	0.3803670002
1180	0.3803286814
1181	0.3802461778
1182	0.3801683253
1183	0.3801305271
1184	0.3800725976
1185	0.3800366736
1186	0.3800069974
1187	0.3799294919
1188	0.3798920408
1189	0.3798361244
1190	0.3797787155
1191	0.3797331078
1192	0.3796793781
1193	0.3796101334
1194	0.3795594581
1195	0.3795336345
1196	0.3794763645
1197	0.3794557473
1198	0.379413298
1199	0.3793402354
1200	0.3792920244
1201	0.3792298604
1202	0.379163566
1203	0.3791222274
1204	0.379077175
1205	0.3790176142
1206	0.3789420872
1207	0.3789060244
1208	0.3788529889
1209	0.3787765247
1210	0.378730431
1211	0.3786921816
1212	0.3786350157
1213	0.3785623695
1214	0.3785245019
1215	0.378469835
1216	0.3784088511
1217	0.378338704
1218	0.3782818505
1219	0.3782081977
1220	0.3781521078
1221	0.3781138237
1222	0.3780673482
1223	0.3780203867
1224	0.3779477059
1225	0.3778651676
1226	0.3778229266
1227	0.3777736397
1228	0.3777022083
1229	0.3776488951
1230	0.3775729516
1231	0.3775239076
1232	0.3774902398
1233	0.3774319979
1234	0.3773790665
1235	0.3773260657
1236	0.3772734814
1237	0.3771841054
1238	0.3771239893
1239	0.3770769584
1240	0.3770346827
1241	0.3769614465
1242	0.3768927225
1243	0.3768592629
1244	0.3768089
1245	0.3767339977
1246	0.3766710007
1247	0.3766308075
1248	0.376571455
1249	0.3765207102
1250	0.3764829814
1251	0.3764440031
1252	0.3763669836
1253	0.3763002727
1254	0.3762526171
1255	0.3762066275
1256	0.3761635535
1257	0.3761097197
1258	0.3760572395
1259	0.3760008719
1260	0.3759476975
1261	0.3758724482
1262	0.3758061538
1263	0.3757438856
1264	0.3756955706
1265	0.3756586401
1266	0.3755772819
1267	0.3755037333
1268	0.3754632625
1269	0.3754101228
1270	0.375335047
1271	0.3752706963
1272	0.3751984667
1273	0.375150221
1274	0.3751061057
1275	0.375077922
1276	0.3749866717
1277	0.374934018
1278	0.3748650857
1279	0.3748071562
1280	0.3747365926
1281	0.3746745674
1282	0.3746243086
1283	0.3745719325
1284	0.3744914768
1285	0.3744583643
1286	0.3743976581
1287	0.3743371948
1288	0.3743122043
1289	0.3742464999
1290	0.3741850301
1291	0.374141366
1292	0.37410211
1293	0.3740369263
1294	0.3739797951
1295	0.373927315
1296	0.3738763967
1297	0.373826728
1298	0.3737711934
1299	0.3736876833
1300	0.3736280183
1301	0.3735518318
1302	0.3734924792
1303	0.373408865
1304	0.3733549964
1305	0.3733185866
1306	0.373285127
1307	0.3732020681
1308	0.3731377521
1309	0.3731116509
1310	0.3730590666
1311	0.3730118275
1312	0.3729638942
1313	0.3728975998
1314	0.3728317566
1315	0.3727822267
1316	0.3727262756
1317	0.372682681
1318	0.3726335329
1319	0.3725539102
1320	0.3725146889
1321	0.372441175
1322	0.3724126094
1323	0.3723656827
1324	0.3723077879
1325	0.3722650263
1326	0.3722177872
1327	0.3721678061
1328	0.3721024141
1329	0.3720487538
1330	0.3719912755
1331	0.3719205384
1332	0.3718684053
1333	0.3717996118
1334	0.3717410575
1335	0.3716739301
1336	0.3715967024
1337	0.3715304427
1338	0.3714982326
1339	0.3714369016
1340	0.3713550922
1341	0.3712687013
1342	0.3712212886
1343	0.3711535364
1344	0.3711018893
1345	0.3710517693
1346	0.3709891888
1347	0.3709439281
1348	0.370882736
1349	0.3708294922
1350	0.3707671893
1351	0.3707017627
1352	0.3706431737
1353	0.370567126
1354	0.3705000333
1355	0.3704197859
1356	0.3703611275
1357	0.3702950413
1358	0.3702369036
1359	0.3701768915
1360	0.3701253485
1361	0.3700734584
1362	0.3700119538
1363	0.3699579464
1364	0.3698944982
1365	0.3698745405
1366	0.3698408379
1367	0.3698004018
1368	0.3697474704
1369	0.3696415035
1370	0.3696000261
1371	0.369527727
1372	0.3694927402
1373	0.3694487291
1374	0.369387051
1375	0.3693581383
1376	0.3693149949
1377	0.3692721986
1378	0.3692316236
1379	0.3691675506
1380	0.3691224287
1381	0.3690692891
1382	0.3690204534
1383	0.3689671749
1384	0.3689012276
1385	0.368848678
1386	0.3688242428
1387	0.3687788433
1388	0.3687500694
1389	0.3686860311
1390	0.3686256026
1391	0.3685481318
1392	0.3684939162
1393	0.3684545213
1394	0.3684060674
1395	0.3683642082
1396	0.3683326577
1397	0.3682668492
1398	0.368201006
1399	0.3681384255
1400	0.3680959068
1401	0.3680406499
1402	0.3679877879
1403	0.3679466924
1404	0.3678899777
1405	0.3678591907
1406	0.3677934169
1407	0.3677355916
1408	0.36767433
1409	0.3676472222
1410	0.367588182
1411	0.3675266427
1412	0.3674831869
1413	0.3674263681
1414	0.3673751722
1415	0.3672971808
1416	0.3672696912
1417	0.3672029456
1418	0.3671497365
1419	0.367102428
1420	0.3670157593
1421	0.3669486666
1422	0.3668920561
1423	0.3668530777
1424	0.3667864015
1425	0.3667149355
1426	0.3666663774
1427	0.3666101834
1428	0.3665671788
1429	0.366499496
1430	0.3664730477
1431	0.3664232054
1432	0.3663957158
1433	0.3663239026
1434	0.3662739562
1435	0.3662279319
1436	0.3661444218
1437	0.3660782663
1438	0.3660464727
1439	0.3660115206
1440	0.3659459898
1441	0.3658905247
1442	0.3658584535
1443	0.3658038213
1444	0.3657332924
1445	0.3656846997
1446	0.3656403414
1447	0.3655886943
1448	0.3655457591
1449	0.3654928624
1450	0.3654359742
1451	0.3653759274
1452	0.3653545466
1453	0.365336359
1454	0.3653015458
1455	0.3652350779
1456	0.3651811052
1457	0.3651300481
1458	0.3650758325
1459	0.3650286975
1460	0.3649717746
1461	0.3649071115
1462	0.3648594212
1463	0.3648293284
1464	0.3647828876
1465	0.3647323511
1466	0.3646804957
1467	0.3646190259
1468	0.3645564453
1469	0.364514482
1470	0.3644666529
1471	0.3643562779
1472	0.3643148005
1473	0.3642757875
1474	0.3642549273
1475	0.3642151507
1476	0.3641572906
1477	0.3640970009
1478	0.3640560441
1479	0.364000926
1480	0.3639341457
1481	0.3638586187
1482	0.3637831611
1483	0.3637221425
1484	0.3636591107
1485	0.3636124617
1486	0.3635645631
1487	0.3635436335
1488	0.3635037875
1489	0.3634441225
1490	0.363378557
1491	0.3633121238
1492	0.3632646764
1493	0.3632035537
1494	0.3631361486
1495	0.3630936646
1496	0.3630598927
1497	0.3630278909
1498	0.3629645814
1499	0.3629035628
1500	0.3628392815
1501	0.3628119308
1502	0.36275296
1503	0.3627081158
1504	0.3626458824
1505	0.3625807334
1506	0.3625461978
1507	0.3625115928
1508	0.362446305
1509	0.3624022591
1510	0.3623580397
1511	0.3623146186
1512	0.3622716835
1513	0.3622397511
