iter	Logloss
1514	0.3621926855
1515	0.3621246904
1516	0.3620595761
1517	0.3620275396
1518	0.361971172
1519	0.3619245924
1520	0.361863192
1521	0.361823936
1522	0.3617910664
1523	0.3617316791
1524	0.361682184
1525	0.3616244974
1526	0.3615857968
1527	0.3615249517
1528	0.3614744499
1529	0.3614208938
1530	0.3613762926
1531	0.361322667
1532	0.3612733801
1533	0.3612003174
1534	0.3611515858
1535	0.3611228814
1536	0.3610660973
1537	0.3610052869
1538	0.3609643649
1539	0.360915668
1540	0.3608548923
1541	0.3607606224
1542	0.3606891216
1543	0.3606343159
1544	0.360585862
1545	0.3605332083
1546	0.360493154
1547	0.3604395978
1548	0.3603794122
1549	0.360307842
1550	0.3602472746
1551	0.3601728236
1552	0.3601002469
1553	0.3600705011
1554	0.3600337095
1555	0.3600043109
1556	0.3599527331
1557	0.3599160109
1558	0.3598334032
1559	0.3597614859
1560	0.359694775
1561	0.3596229966
1562	0.3595859273
1563	0.3595357726
1564	0.3594799256
1565	0.3594364351
1566	0.3593987063
1567	0.3593563959
1568	0.3592866306
1569	0.3592344975
1570	0.3591894798
1571	0.3591141263
1572	0.3590524482
1573	0.3589855638
1574	0.3589483209
1575	0.3589105574
1576	0.3588263184
1577	0.3587993494
1578	0.3587339574
1579	0.3586877596
1580	0.3586324333
1581	0.3585834587
1582	0.3585414607
1583	0.3585013023
1584	0.3584414638
1585	0.3584005764
1586	0.3583491375
1587	0.3582940542
1588	0.358213772
1589	0.3581816314
1590	0.3581264092
1591	0.3580338747
1592	0.357967615
1593	0.3579050345
1594	0.3578500205
1595	0.3577938612
1596	0.3577346128
1597	0.357678384
1598	0.3576551636
1599	0.357603447
1600	0.3575374997
1601	0.3574755093
1602	0.3574284437
1603	0.3573464261
1604	0.3573022067
1605	0.3572350098
1606	0.3571865559
1607	0.3571204003
1608	0.3570752091
1609	0.3570070057
1610	0.3569590724
1611	0.3569085707
1612	0.3568838578
1613	0.3567915315
1614	0.3567207597
1615	0.3566884108
1616	0.3566500572
1617	0.3565536006
1618	0.3564942827
1619	0.3564331253
1620	0.3564046638
1621	0.356339966
1622	0.3562822795
1623	0.3562151173
1624	0.3561675659
1625	0.3561105041
1626	0.3560623278
1627	0.3560131103
1628	0.3559483084
1629	0.3559028048
1630	0.3558591754
1631	0.3557929852
1632	0.3557510218
1633	0.3556844151
1634	0.3556254096
1635	0.3555296471
1636	0.3554674831
1637	0.3554256933
1638	0.3553556851
1639	0.3552873775
1640	0.3552335784
1641	0.3551760654
1642	0.3551075844
1643	0.3550576032
1644	0.355027441
1645	0.3549543089
1646	0.3548925614
1647	0.3548288355
1648	0.3547856574
1649	0.3547423057
1650	0.3546698678
1651	0.3545992347
1652	0.3545509197
1653	0.3545134685
1654	0.3544630015
1655	0.3543962211
1656	0.3543465177
1657	0.354310802
1658	0.3542707824
1659	0.3541976156
1660	0.3541580819
1661	0.3541029639
1662	0.3540502407
1663	0.354003557
1664	0.3539494455
1665	0.3539023799
1666	0.3538684691
1667	0.353808353
1668	0.3537560463
1669	0.3537231421
1670	0.3536847191
1671	0.3536354322
1672	0.3536064848
1673	0.3535477917
1674	0.3535049606
1675	0.3534628238
1676	0.3534028811
1677	0.3533685191
1678	0.353311735
1679	0.3532693205
1680	0.3532256911
1681	0.3531553358
1682	0.3531204531
1683	0.3530525274
1684	0.3529958821
1685	0.3529295183
1686	0.3528668336
1687	0.3528033854
1688	0.3527527795
1689	0.35270738
1690	0.3526319571
1691	0.3525852039
1692	0.3525303635
1693	0.3524670888
1694	0.3524106518
1695	0.3523849324
1696	0.3523348124
1697	0.3523009363
1698	0.3522408548
1699	0.3521828559
1700	0.3521343326
1701	0.3520960137
1702	0.3520462409
1703	0.3520053882
1704	0.3519320132
1705	0.3518820668
1706	0.3518478089
1707	0.3517916495
1708	0.3517327482
1709	0.3516675645
1710	0.351600923
1711	0.3515558706
1712	0.3515059589
1713	0.3514736794
1714	0.3514221711
1715	0.3513624367
1716	0.3513221047
1717	0.3512549079
1718	0.3512104108
1719	0.3511858367
1720	0.351125547
1721	0.3510837225
1722	0.3510571007
1723	0.3510063212
1724	0.3509707444
1725	0.3509167717
1726	0.3508803619
1727	0.350818302
1728	0.3507776229
1729	0.3507333688
1730	0.3506612433
1731	0.3506294497
1732	0.3505783579
1733	0.3505400043
1734	0.3504721827
1735	0.3504024868
1736	0.3503611483
1737	0.3503154364
1738	0.3502728136
1739	0.3502277265
1740	0.3501702482
1741	0.3501102361
1742	0.3500760477
1743	0.3500329737
1744	0.3499594251
1745	0.3499023633
1746	0.3498600182
1747	0.3498078157
1748	0.3497622079
1749	0.3497218759
1750	0.3496664107
1751	0.3496382964
1752	0.3495989709
1753	0.3495631859
1754	0.3495355227
1755	0.3495178558
1756	0.3494673193
1757	0.34941831
1758	0.3493901609
1759	0.3493441367
1760	0.3492989801
1761	0.3492491725
1762	0.3491975948
1763	0.349147093
1764	0.3490943352
1765	0.3490351562
1766	0.3489620935
1767	0.3488962156
1768	0.3488522044
1769	0.3487954551
1770	0.3487575874
1771	0.3486841082
1772	0.3486285389
1773	0.3485886929
1774	0.34850074
1775	0.3484304888
1776	0.3483770714
1777	0.3483449308
1778	0.348301718
1779	0.3482776298
1780	0.3482349029
1781	0.3481964105
1782	0.3481153995
1783	0.3480561857
1784	0.3480169644
1785	0.3479561194
1786	0.3479029103
1787	0.3478639667
1788	0.3478420652
1789	0.3477936807
1790	0.3477279764
1791	0.3476694221
1792	0.3476454034
1793	0.3476102431
1794	0.347582094
1795	0.3475327376
1796	0.3474812987
1797	0.3474222238
1798	0.3473810588
1799	0.34732365
1800	0.3472597852
1801	0.3472183772
1802	0.3471747826
1803	0.3471054338
1804	0.3470507322
1805	0.3469976967
1806	0.3469648619
1807	0.346928938
1808	0.3468972138
1809	0.3468527862
1810	0.3468284551
1811	0.3467808689
1812	0.3467354347
1813	0.3466771234
1814	0.3466316891
1815	0.3465885457
1816	0.3465086453
1817	0.3464602956
1818	0.3464072947
1819	0.3463675875
1820	0.3463381889
1821	0.3462988288
1822	0.3462313196
1823	0.3461886274
1824	0.3461190356
1825	0.3460530883
1826	0.3460109861
1827	0.3459405961
1828	0.3458806187
1829	0.3458424734
1830	0.3457887437
1831	0.3457342157
1832	0.3456686155
1833	0.3455937826
1834	0.3455477583
1835	0.3455093354
1836	0.3454641788
1837	0.3454312052
1838	0.3453688329
1839	0.3452926464
1840	0.3452596727
1841	0.3452185771
1842	0.345165021
1843	0.3451180596
1844	0.3450783871
1845	0.3450463853
1846	0.3450037278
1847	0.3449526012
1848	0.3449022036
1849	0.3448492375
1850	0.3447948483
1851	0.3447482687
1852	0.3447097069
1853	0.344672464
1854	0.3446027681
1855	0.3445593817
1856	0.3445168978
1857	0.3444899982
1858	0.344454942
1859	0.3444231485
1860	0.3443682387
1861	0.3442919828
1862	0.3442214885
1863	0.344156409
1864	0.3441140986
1865	0.3440890386
1866	0.3440230219
1867	0.3439833146
1868	0.3439548879
1869	0.3439064687
1870	0.3438581883
1871	0.343811331
1872	0.3437562476
1873	0.3437312918
1874	0.3437147008
1875	0.3436583679
1876	0.3436159881
1877	0.3435878043
1878	0.3435277229
1879	0.3434782277
1880	0.3434270317
1881	0.3433472355
1882	0.3433053069
1883	0.3432727844
1884	0.343230474
1885	0.3431987846
1886	0.343163416
1887	0.3431089922
1888	0.3430586987
1889	0.3430121537
1890	0.3429445751
1891	0.3428894917
1892	0.3428533249
1893	0.3428135135
1894	0.3427363899
1895	0.3426975157
1896	0.3426411481
1897	0.3426012673
1898	0.3425524316
1899	0.3425076221
1900	0.3424437226
1901	0.3423862097
1902	0.34235813
1903	0.3423209565
1904	0.3422617081
1905	0.3422094014
1906	0.3421624053
1907	0.3421226634
1908	0.3420908698
1909	0.3420494966
1910	0.3419845905
1911	0.3419422801
1912	0.3418909801
1913	0.3418592907
1914	0.3418113227
1915	0.3417456877
1916	0.3416964355
1917	0.341669293
1918	0.3416170905
1919	0.3415680465
1920	0.3415112971
1921	0.3414611077
1922	0.3414065797
1923	0.3413597224
1924	0.3413284495
1925	0.3412780866
1926	0.3412393165
1927	0.3411854133
1928	0.3411172793
1929	0.3410531022
1930	0.3409966651
1931	0.3409294683
1932	0.3408929196
1933	0.3408454376
1934	0.3408150324
1935	0.3407711254
1936	0.3407198947
1937	0.3406949389
1938	0.3406262842
1939	0.3405708191
1940	0.3405496812
1941	0.3404785276
1942	0.3404025493
1943	0.3403416348
1944	0.3403067522
1945	0.3402549662
1946	0.3401896089
1947	0.3401551775
1948	0.3400952001
1949	0.3400703137
1950	0.3400014508
1951	0.3399700391
1952	0.3399430007
1953	0.3398886115
1954	0.3398247468
1955	0.3397438051
1956	0.3396845914
1957	0.3396309658
1958	0.339570572
1959	0.3395100046
1960	0.3394691866
1961	0.3394095217
1962	0.33934708
1963	0.3393069216
1964	0.3392454517
1965	0.3391724932
1966	0.3391208807
1967	0.3390644784
1968	0.3390273397
1969	0.3389711803
1970	0.338937929
1971	0.3388872884
1972	0.3388212023
1973	0.3387671602
1974	0.3386734456
1975	0.3386180498
1976	0.3385840002
1977	0.3385290904
1978	0.3384814001
1979	0.3384381872
1980	0.3384134744
1981	0.3383715457
1982	0.3383105618
1983	0.3382419072
1984	0.3381864074
1985	0.3381442358
1986	0.3380650643
1987	0.3380145278
1988	0.3379506631
1989	0.3378913799
1990	0.3378347347
1991	0.3377925631
1992	0.3377282124
1993	0.3376887828
1994	0.3376480691
1995	0.3376139847
1996	0.3375702512
1997	0.3375189165
1998	0.3374667834
1999	0.3374150321
