id,price,price_category,is_audi,is_ford,is_chevrolet,is_toyota,is_jeep,is_honda,is_nissan,x0_diesel,x0_electric,x0_gas,x0_hybrid,x0_other,std_scaled_odometer,lat_std,long_std,year_std,odometer_std,price_std,desc_len_std,model_in_desc_std,model_len_std,model_word_count_std,diff_years_std,dayofweek_std,month_std
7316540706,4995,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.5725623249767005,0.12148008317712161,0.5227044617591866,0.06955168594511787,-0.5725623249767005,-1.0417415244466461,0.8515256360728468,-0.15578836267425705,-0.5690553846962052,-0.11393994291614855,-0.06955168594510842,-0.875920840857472,1.6237835347927054
7310404542,7000,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.6070820213264514,-1.4750654867330646,0.6814228636256768,-0.7134746098250115,1.6070820213264514,-0.8813154521600836,-0.986329677445998,-0.15578836267425705,-0.45358286723121777,-0.11393994291614855,0.7134746098250211,-0.37686957223175244,-0.6158456337147559
7317089086,14995,medium,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.9843060021407682,1.1867932154391367,-1.608197620230501,-2.5927377196733223,0.9843060021407682,-0.24161148810468824,0.04687254732231892,-0.15578836267425705,10.169888739547622,8.659365501563922,2.592737719673332,-0.37686957223175244,1.6237835347927054
7303879321,13995,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.3443306526865153,0.3468521301715238,-1.5958510268561024,0.6959727225612214,-0.3443306526865153,-0.321624491738884,-0.8746026316538623,-0.15578836267425705,0.12377972009371914,0.5609297066592416,-0.695972722561212,0.12218169639396706,-0.6158456337147559
7316941744,28500,high,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2842308481361327,-2.9665809255190365,-3.5938005609397896,-1.1832903872870892,0.2842308481361327,0.8389641259751258,-0.8145538936874049,-0.15578836267425705,0.9320873423486308,0.5609297066592416,1.1832903872870988,-0.875920840857472,1.6237835347927054
7314124047,26995,high,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.3636634053742244,0.07478205892930707,-0.1647992258749597,0.38276220425316965,-0.3636634053742244,0.7185445555056612,-0.13764084752006808,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,-0.3827622042531602,0.12218169639396706,-0.6158456337147559
7309308857,20998,medium,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,-0.3511361641437715,1.5896621548004257,-1.2815853508699186,0.8525779817152472,-0.3511361641437715,0.23870657271138904,0.4391909687031733,-0.15578836267425705,-0.3381103497662304,-0.11393994291614855,-0.8525779817152379,-1.3749721094831915,-0.6158456337147559
7311462810,14999,medium,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.6530672559671008,-0.3194505122200093,-1.4501385889263199,0.22615694509914375,0.6530672559671008,-0.24129143609015147,0.335106489561314,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.22615694509913434,0.6212329650196866,-0.6158456337147559
7314423525,1000,low,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.516759303315747,-1.0049529307304406,0.7798251556973314,-0.2436588323629339,-1.516759303315747,-1.3613934739652582,-0.8800616078326311,-0.15578836267425705,-0.45358286723121777,-0.7888095924915387,0.2436588323629434,0.12218169639396706,-0.6158456337147559
7315551014,3200,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.2045410184258725,-0.8113695221291869,-1.2963584099928944,-1.0266851281330633,0.20454101842587255,-1.1853648659700275,-0.8218325285924302,-0.15578836267425705,-0.6845279021611925,-0.11393994291614855,1.0266851281330729,1.1202842336454062,1.6237835347927054
7312502553,49999,high,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.9908064272280298,-0.13786705109508554,-1.5297758130595471,1.0091832408692731,-0.9908064272280298,2.559163691106701,-0.915362987122003,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-1.0091832408692638,1.6193355022711255,-0.6158456337147559
7310329708,22995,high,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.6708338850946596,0.2395173826341883,1.0548683076299155,-1.8097114239031926,1.6708338850946596,0.39849254096887804,-0.8567699761365507,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,1.8097114239032024,-0.37686957223175244,-0.6158456337147559
7316418047,10995,medium,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.2413577197520127,-0.8701486029261233,-1.0143962913342837,-0.5568693506709856,0.24135771975201273,-0.5616635026414714,-0.7541412239756964,-0.15578836267425705,-0.9154729370911673,-0.7888095924915387,0.5568693506709952,-1.3749721094831915,1.6237835347927054
7310759250,7995,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.4457279920098503,0.508687454916023,1.1690511394102385,0.06955168594511787,-0.44572799200985036,-0.8017025135440587,0.5101576590271684,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,-0.06955168594510842,0.12218169639396706,-0.6158456337147559
7305181272,19990,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.9121047514061768,-2.0927705094155127,0.674652190873576,0.22615694509914375,-0.9121047514061769,0.15805346504811968,0.5796686223701583,-0.15578836267425705,0.008307202628731752,0.5609297066592416,-0.22615694509913434,1.6193355022711255,-0.6158456337147559
7311516735,17000,medium,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,3.0095433343973195,-1.281679781496742,-0.04200307911290369,-1.3398956464411151,3.0095433343973195,-0.0811854158181257,-0.8640486110415758,0.26573857419316316,-0.9154729370911673,-0.7888095924915387,1.3398956464411247,0.6212329650196866,-0.6158456337147559
7308005229,19500,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.0185905047628558,-0.5635848008307268,0.7489111823482352,-0.5568693506709856,-0.018590504762855897,0.11884709326736376,-0.7970851699153447,0.26573857419316316,-0.45358286723121777,-0.11393994291614855,0.5568693506709952,0.6212329650196866,-0.6158456337147559
7303835499,20995,medium,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,-0.1381890011920143,-1.48205764818064,-0.07681968167685255,0.8525779817152472,-0.13818900119201435,0.23846653370048645,-0.16821111412117362,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.8525779817152379,0.12218169639396706,-0.6158456337147559
7310811453,16900,medium,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.3095722139839954,0.9833012148505242,0.3040347487935362,0.06955168594511787,0.3095722139839954,-0.08918671618154528,0.969439521534254,0.26573857419316316,0.2392522375587065,-0.11393994291614855,-0.06955168594510842,0.12218169639396706,-0.6158456337147559
7314172229,7950,low,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,-0.1761213601340981,0.37479997428151945,-1.010453172488333,0.6959727225612214,-0.17612136013409818,-0.8053030987075975,-0.7268463430818521,-0.15578836267425705,-0.10716531483625563,-0.11393994291614855,-0.695972722561212,0.12218169639396706,-0.6158456337147559
7309910590,4977,low,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.5631251112582718,0.9569503804151545,-1.63824971885954,-1.653106164749167,1.5631251112582718,-1.0431817585120615,-0.6329519528070281,-0.15578836267425705,3.0105926567184036,3.9352779545361916,1.6531061647491765,-0.875920840857472,-0.6158456337147559
7311058588,21900,medium,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.6029901669771733,0.7973210826073652,0.9969869519175467,0.38276220425316965,0.6029901669771733,0.3108783019894336,-0.9109958061789879,-0.15578836267425705,-0.3381103497662304,-0.7888095924915387,-0.3827622042531602,0.12218169639396706,-0.6158456337147559
7313491427,15599,medium,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,-0.638609255840564,-0.45366242914567967,0.5534265713791783,1.0091832408692731,-0.638609255840564,-0.193283633909634,-0.6798991479444401,-0.15578836267425705,-0.45358286723121777,-0.7888095924915387,-1.0091832408692638,-0.875920840857472,-0.6158456337147559
7310932068,11998,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.8855999140445444,0.006807761416700587,-1.5418421151425954,0.8525779817152472,-0.8855999140445444,-0.481410459996373,1.3617579429151083,0.26573857419316316,-0.6845279021611925,-0.7888095924915387,-0.8525779817152379,0.12218169639396706,-0.6158456337147559
7314389817,9500,low,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.4914244053828091,-0.6252906256055818,0.4900743552767956,-1.653106164749167,0.4914244053828091,-0.681282943074594,-0.9401103457990885,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,1.6531061647491765,0.12218169639396706,-0.6158456337147559
7315719013,36990,high,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,-1.4221993513815523,-0.35347034933108,0.811857718108052,1.0091832408692731,-1.4221993513815523,1.518274526829448,0.8169521202739775,-0.15578836267425705,1.624922447138555,1.2357993562346317,-1.0091832408692638,1.6193355022711255,1.6237835347927054
7314631858,18990,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.2210622211928557,-0.6593774126625129,0.6455310177462579,1.0091832408692731,-1.2210622211928555,0.07804046141392391,0.560744171617093,-0.15578836267425705,1.2785048947435929,1.2357993562346317,-1.0091832408692638,0.6212329650196866,-0.6158456337147559
7309408657,14995,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.2736480387506101,0.38700479208826266,1.1442887898752645,0.38276220425316965,0.27364803875061017,-0.24161148810468824,0.5152527034606859,1.1087924479280036,-0.9154729370911673,-0.7888095924915387,-0.3827622042531602,-1.3749721094831915,-0.6158456337147559
7314973722,2700,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.5991331792191967,-0.5738900231762003,0.7346669525288,-1.9663166830572185,0.5991331792191967,-1.2253713677871254,-0.9069925569812242,-0.15578836267425705,-0.10716531483625563,-0.11393994291614855,1.9663166830572283,0.6212329650196866,-0.6158456337147559
7313080816,3500,low,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.377575311760902,4.0254231984240025,-3.085182471594386,-0.4002640915169598,1.377575311760902,-1.1613609648797687,-0.9528479568828824,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,0.4002640915169693,-1.3749721094831915,-0.6158456337147559
7310366257,9999,medium,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.6271043094474981,0.7278165505619575,1.269112050298262,0.06955168594511787,0.6271043094474981,-0.6413564542611304,-0.19113881407200276,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.06955168594510842,-0.37686957223175244,-0.6158456337147559
7304311707,7495,low,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.95588440596826,0.8006558192057507,0.5479638873185417,-0.08705357320890801,1.95588440596826,-0.8417090153611566,-0.4451631722573797,-0.15578836267425705,0.2392522375587065,-0.11393994291614855,0.08705357320891748,0.6212329650196866,-0.6158456337147559
7303300228,37740,high,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.5813122682788869,-0.03836457320325209,0.006912651425148205,1.0091832408692731,-0.5813122682788869,1.5782842795550949,4.125819548098401,0.6872655110605833,-1.146417972021142,-0.7888095924915387,-1.0091832408692638,-0.37686957223175244,-0.6158456337147559
7316811691,4600,low,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.862089476399284,-0.8921639476559236,-1.2991921241472064,-2.1229219422112444,1.862089476399284,-1.0733466608821534,-0.9564872743353949,-0.15578836267425705,-0.10716531483625563,-0.11393994291614855,2.122921942211254,-0.875920840857472,1.6237835347927054
7307445412,9990,medium,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.57475982639597,1.6564247107341674,-1.6387780441427766,-1.1832903872870892,1.57475982639597,-0.6420765712938381,0.12657359953234407,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,1.1832903872870988,0.12218169639396706,-0.6158456337147559
7313864054,25987,high,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0150662764089289,-1.2496361040147923,-0.36777738671674687,0.5393674634071955,1.0150662764089287,0.6378914478423918,-0.588916211631626,-0.15578836267425705,0.2392522375587065,-0.11393994291614855,-0.5393674634071861,-0.37686957223175244,-0.6158456337147559
7312067282,3400,low,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.3520745662536189,-0.1765511843037975,0.918530815363657,-0.8700798689790374,1.3520745662536189,-1.1693622652431883,-0.9848739504649929,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,0.870079868979047,1.1202842336454062,-0.6158456337147559
7316060206,22000,medium,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.8154888018654575,-0.6086480577320982,-0.7108107495902874,0.8525779817152472,-0.8154888018654575,0.31887960235285323,-0.8127342349611487,-0.15578836267425705,-0.45358286723121777,-0.7888095924915387,-0.8525779817152379,-1.3749721094831915,1.6237835347927054
7316262726,17950,medium,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.1071535786050095,-0.9911442858916598,-0.15955215049997726,0.6959727225612214,-1.1071535786050097,-0.005173062365639706,-0.6151192972897165,-0.15578836267425705,1.0475598598136182,0.5609297066592416,-0.695972722561212,-1.3749721094831915,1.6237835347927054
7316509373,19995,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.3493947229582586,-0.13738564077942067,-1.5886552409785986,1.322393759177325,-1.3493947229582586,0.15845353006629068,0.6040520493019925,-0.15578836267425705,0.12377972009371914,0.5609297066592416,-1.3223937591773156,-1.3749721094831915,1.6237835347927054
7304473668,20999,medium,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.1844591813388869,1.6100107430451602,-1.5918509537157854,0.8525779817152472,0.18445918133888697,0.23878658571502323,1.3977871856949826,-0.15578836267425705,-0.9154729370911673,-0.7888095924915387,-0.8525779817152379,1.1202842336454062,-0.6158456337147559
7307909806,5795,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.9682724084030638,0.34910745184644,-0.626093000791464,-0.5568693506709856,0.9682724084030638,-0.9777311215392894,-0.53214285937243,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,0.5568693506709952,0.6212329650196866,-0.6158456337147559
7316957952,2000,low,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,2.3083525227767403,0.8966931566882014,-1.2534886830141228,-1.3398956464411151,2.3083525227767403,-1.2813804703310625,-0.9623101822594151,0.26573857419316316,-0.6845279021611925,-0.7888095924915387,1.3398956464411247,-0.875920840857472,1.6237835347927054
7314852655,23995,high,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.4378227609025925,1.2640121992096554,-0.08350248688926713,0.6959727225612214,-0.43782276090259253,0.4785055446030738,-0.6402305877120532,-0.15578836267425705,-0.45358286723121777,-0.7888095924915387,-0.695972722561212,0.6212329650196866,-0.6158456337147559
7316290492,11990,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.1030936001876157,0.7147847348600023,1.131810759206001,0.8525779817152472,-0.10309360018761576,-0.48205056402544655,-0.7519576335041889,-0.15578836267425705,-0.5690553846962052,-0.11393994291614855,-0.8525779817152379,-1.3749721094831915,1.6237835347927054
7314574353,32999,high,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.306125410442683,-0.5419858393151291,0.41662683649177995,-0.08705357320890801,1.306125410442683,1.1989426293253727,-0.18713556487423894,-0.15578836267425705,0.9320873423486308,1.2357993562346317,0.08705357320891748,0.12218169639396706,-0.6158456337147559
7304412992,7399,low,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.5766925231727875,0.1995396995576754,-0.6254009809138984,0.06955168594511787,0.5766925231727875,-0.8493902637100395,-0.02081875729441477,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.06955168594510842,0.6212329650196866,-0.6158456337147559
7313012749,11555,medium,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.3570992284231946,0.0015159188291402248,-1.541500277371885,0.5393674634071955,0.3570992284231946,-0.5168562206063217,0.08981649326196718,-0.15578836267425705,0.008307202628731752,0.5609297066592416,-0.5393674634071861,-1.3749721094831915,-0.6158456337147559
7308399412,9995,medium,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.1243847848054636,-0.6083068402534559,-1.4969007527093507,-0.2436588323629339,1.1243847848054636,-0.6416765062756672,-0.5539787640875053,-0.15578836267425705,-1.146417972021142,-0.7888095924915387,0.2436588323629434,1.1202842336454062,-0.6158456337147559
7308767756,35590,high,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,-1.1122377897405242,0.5013213876350384,0.6847325969561086,1.165788500023299,-1.1122377897405242,1.406256321741574,0.5873111890204347,-0.15578836267425705,1.2785048947435929,2.585538655385412,-1.1657885000232897,1.6193355022711255,-0.6158456337147559
7313872255,25900,high,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.6230199872685034,-0.4206873957589132,0.6794982340932411,-2.2795272013652705,1.6230199872685034,0.6309303165262168,0.11529171542955512,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,2.2795272013652803,-0.37686957223175244,-0.6158456337147559
7313393621,810,low,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,-0.7569167770284163,-0.6985653311035227,-1.0391162471614555,0.8525779817152472,-0.7569167770284163,-1.3765959446557554,0.6590057428349322,0.26573857419316316,-0.80000041962618,-0.7888095924915387,-0.8525779817152379,-0.875920840857472,-0.6158456337147559
7310077530,5500,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.038620325054186,0.5178228886513169,1.0901665295955847,-2.5927377196733223,-1.0386203250541859,-1.0013349576113773,-0.8702354507108472,-0.15578836267425705,-0.45358286723121777,-0.7888095924915387,2.592737719673332,-0.875920840857472,-0.6158456337147559
7316913641,3000,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.1162882981069011,-0.7660839144937825,-1.4059428405296468,-1.0266851281330633,1.1162882981069011,-1.2013674666968666,-0.8152817571779075,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,1.0266851281330729,-0.875920840857472,1.6237835347927054
7305400803,47950,high,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.5362556385607059,0.353605334501628,-0.5221066677703904,0.8525779817152472,-0.5362556385607059,2.3952170466602336,-0.24754823458594752,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,-0.8525779817152379,1.6193355022711255,-0.6158456337147559
7315773201,42820,high,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.5788259455919269,-0.8499312925125672,-1.2946727420868713,1.0091832408692731,-0.5788259455919269,1.9847503380168094,0.6550024936371683,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-1.0091832408692638,1.6193355022711255,1.6237835347927054
7311329677,42990,high,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.1136722066753089,0.6724763895689757,0.46074994996240304,1.165788500023299,-1.1136722066753089,1.9983525486346227,0.961069091393475,-0.15578836267425705,0.008307202628731752,-0.11393994291614855,-1.1657885000232897,0.6212329650196866,-0.6158456337147559
7305232438,13000,medium,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,-0.7816206242385969,-1.7541686235673248,0.705927098762682,0.6959727225612214,-0.7816206242385969,-0.40123743035490883,0.49487252572661555,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.695972722561212,1.6193355022711255,-0.6158456337147559
7303292808,21999,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.0364049477882409,0.34418829146403346,-1.5940520663861626,1.165788500023299,-1.0364049477882407,0.31879958934921904,-0.6176668195064753,-0.15578836267425705,0.12377972009371914,0.5609297066592416,-1.1657885000232897,-0.37686957223175244,-0.6158456337147559
7314060792,8950,low,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.8231891044325642,-1.4268601272811883,0.1983676760649683,-0.7134746098250115,0.8231891044325642,-0.7252900950734018,-0.8039998730751186,-0.15578836267425705,0.2392522375587065,-0.11393994291614855,0.7134746098250211,-0.37686957223175244,-0.6158456337147559
7306292972,39995,high,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.7309060166109873,0.28007191903012796,1.1043070992391386,0.8525779817152472,-0.7309060166109873,1.7587136027502064,0.4697612353042789,-0.15578836267425705,-0.10716531483625563,-0.11393994291614855,-0.8525779817152379,-0.875920840857472,-0.6158456337147559
7306087468,7950,low,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.999590511479196,-0.6166727866214444,0.840777283113719,-0.7134746098250115,0.9995905114791961,-0.8053030987075975,-0.5932833925746411,-0.15578836267425705,-0.6845279021611925,-0.7888095924915387,0.7134746098250211,-0.875920840857472,-0.6158456337147559
7313940918,25590,high,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,-1.0176618998403877,1.2145218552877504,-0.01809571602049612,0.8525779817152472,-1.0176618998403875,0.6061262853996161,0.4937807304908618,-0.15578836267425705,1.7403949646035426,1.2357993562346317,-0.8525779817152379,-0.37686957223175244,-0.6158456337147559
7309777628,36990,high,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.0495378317244917,0.31952518999807267,0.7799364321800313,1.165788500023299,-1.0495378317244917,1.518274526829448,0.4453778083724447,-0.15578836267425705,1.1630323772786055,0.5609297066592416,-1.1657885000232897,-0.875920840857472,-0.6158456337147559
7314559074,27977,high,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,-0.2493403756718852,0.9569503804151545,-1.63824971885954,-0.4002640915169598,-0.24934037567188522,0.7971173250744414,-0.33743937566300786,-0.15578836267425705,2.433230069393467,1.9106690058100217,0.4002640915169693,0.12218169639396706,-0.6158456337147559
7311789224,9999,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.2347890127667917,-0.6195509350773034,0.7245550171761315,0.22615694509914375,-0.2347890127667917,-0.6413564542611304,1.3155386112681988,-0.15578836267425705,-0.5690553846962052,-0.7888095924915387,-0.22615694509913434,1.1202842336454062,-0.6158456337147559
7311392505,14995,medium,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-0.3993485111184789,-1.1084578966389025,-0.955604842959431,0.22615694509914375,-0.3993485111184789,-0.24161148810468824,0.5276263827992286,0.26573857419316316,-1.146417972021142,-0.7888095924915387,-0.22615694509913434,0.6212329650196866,-0.6158456337147559
7310835515,26031,high,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.9232157786848828,0.6002489350518445,0.00178654092315557,0.5393674634071955,0.9232157786848828,0.6414120200022965,0.4271812211098819,-0.15578836267425705,-0.80000041962618,-0.7888095924915387,-0.5393674634071861,0.12218169639396706,-0.6158456337147559
7313533201,10595,medium,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.7084835635476158,0.4913070392057849,0.7581742915064991,0.5393674634071955,0.7084835635476158,-0.5936687040951497,-0.7326692510058723,-0.15578836267425705,-0.6845279021611925,-0.7888095924915387,-0.5393674634071861,-0.875920840857472,-0.6158456337147559
7316873989,8600,low,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.326252796410399,-0.4296139386709616,-1.1874220375627376,-2.436132460519296,-1.326252796410399,-0.7532946463453702,-0.6027456179511738,-0.15578836267425705,-0.6845279021611925,-0.7888095924915387,2.436132460519306,-0.875920840857472,1.6237835347927054
7314860496,25788,high,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,-0.6086618178354483,0.0015159188291402248,-1.541500277371885,1.165788500023299,-0.6086618178354483,0.6219688601191868,0.17861583910327375,-0.15578836267425705,1.2785048947435929,1.2357993562346317,-1.1657885000232897,0.6212329650196866,-0.6158456337147559
